[2026-05-27 09:43:01] center-shift MMMD config: {"B_boot": 500, "alpha": 0.05, "checkpoint_path": "/home/dechao/kernel_two-sample/dechao_reproduction/pathmnist_center_shift_mmmd/shared_model/models/pathmnist_cnn_checkpoint.pt", "dataset": "PathMNIST-28", "inner_repetitions": 500, "labels": [6, 8], "methods": ["raw_pixel_gaussian5", "cnn_final_fc128_gaussian5", "cnn_multilayer_single_gaussian", "cnn_multilayer_gaussian15"], "n_grid": [20, 30, 50, 80, 100], "n_tests_per_cell_actual": 5000, "outer_repetitions": 10, "seed": 20260527, "settings": ["H1_source_vs_external"], "split_path": "/home/dechao/kernel_two-sample/dechao_reproduction/pathmnist_center_shift_mmmd/configs/center_shift_split_seed2026_holdout20.npz"}
[2026-05-27 09:43:04] extracting frozen CNN embeddings for source_holdout_pool
[2026-05-27 09:44:59] progress label=6 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=100/500
[2026-05-27 09:45:00] progress label=6 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=150/500
[2026-05-27 09:45:01] progress label=6 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=200/500
[2026-05-27 09:45:01] progress label=6 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=250/500
[2026-05-27 09:45:02] progress label=6 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=300/500
[2026-05-27 09:45:02] progress label=6 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=350/500
[2026-05-27 09:45:03] progress label=6 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=400/500
[2026-05-27 09:45:03] progress label=6 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=450/500
[2026-05-27 09:45:04] progress label=6 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=500/500
[2026-05-27 09:45:05] finished label=6 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_repetitions=500 in 6.96s
[2026-05-27 09:45:05] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=1/500
[2026-05-27 09:45:06] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=50/500
[2026-05-27 09:45:07] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=100/500
[2026-05-27 09:45:08] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=150/500
[2026-05-27 09:45:09] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=200/500
[2026-05-27 09:45:09] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=250/500
[2026-05-27 09:45:10] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=300/500
[2026-05-27 09:45:11] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=350/500
[2026-05-27 09:45:12] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=400/500
[2026-05-27 09:45:13] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=450/500
[2026-05-27 09:45:14] progress label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=500/500
[2026-05-27 09:45:15] finished label=6 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_repetitions=500 in 9.88s
[2026-05-27 09:45:15] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=1/500
[2026-05-27 09:45:16] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=50/500
[2026-05-27 09:45:17] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=100/500
[2026-05-27 09:45:18] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=150/500
[2026-05-27 09:45:19] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=200/500
[2026-05-27 09:45:19] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=250/500
[2026-05-27 09:45:20] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=300/500
[2026-05-27 09:45:21] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=350/500
[2026-05-27 09:45:22] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=400/500
[2026-05-27 09:45:23] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=450/500
[2026-05-27 09:45:24] progress label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=500/500
[2026-05-27 09:45:25] finished label=6 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_repetitions=500 in 9.93s
[2026-05-27 09:45:25] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=1/500
[2026-05-27 09:45:26] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=50/500
[2026-05-27 09:45:27] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=100/500
[2026-05-27 09:45:28] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=150/500
[2026-05-27 09:45:28] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=200/500
[2026-05-27 09:45:29] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=250/500
[2026-05-27 09:45:30] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=300/500
[2026-05-27 09:45:31] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=350/500
[2026-05-27 09:45:32] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=400/500
[2026-05-27 09:45:33] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=450/500
[2026-05-27 09:45:34] progress label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=500/500
[2026-05-27 09:45:35] finished label=6 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_repetitions=500 in 10.03s
[2026-05-27 09:45:35] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=1/500
[2026-05-27 09:45:36] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=50/500
[2026-05-27 09:45:37] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=100/500
[2026-05-27 09:45:38] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=150/500
[2026-05-27 09:45:39] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=200/500
[2026-05-27 09:45:39] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=250/500
[2026-05-27 09:45:40] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=300/500
[2026-05-27 09:45:41] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=350/500
[2026-05-27 09:45:42] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=400/500
[2026-05-27 09:45:43] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=450/500
[2026-05-27 09:45:44] progress label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=500/500
[2026-05-27 09:45:45] finished label=6 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_repetitions=500 in 10.09s
[2026-05-27 09:45:45] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=1/500
[2026-05-27 09:45:46] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=50/500
[2026-05-27 09:45:47] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=100/500
[2026-05-27 09:45:48] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=150/500
[2026-05-27 09:45:49] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=200/500
[2026-05-27 09:45:50] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=250/500
[2026-05-27 09:45:50] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=300/500
[2026-05-27 09:45:51] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=350/500
[2026-05-27 09:45:52] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=400/500
[2026-05-27 09:45:53] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=450/500
[2026-05-27 09:45:54] progress label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=500/500
[2026-05-27 09:45:55] finished label=6 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_repetitions=500 in 10.20s
[2026-05-27 09:45:55] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=1/500
[2026-05-27 09:45:56] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=50/500
[2026-05-27 09:45:57] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=100/500
[2026-05-27 09:45:58] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=150/500
[2026-05-27 09:45:59] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=200/500
[2026-05-27 09:46:00] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=250/500
[2026-05-27 09:46:01] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=300/500
[2026-05-27 09:46:01] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=350/500
[2026-05-27 09:46:02] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=400/500
[2026-05-27 09:46:03] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=450/500
[2026-05-27 09:46:04] progress label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=500/500
[2026-05-27 09:46:05] finished label=6 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_repetitions=500 in 10.09s
[2026-05-27 09:46:05] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=1/500
[2026-05-27 09:46:06] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=50/500
[2026-05-27 09:46:07] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=100/500
[2026-05-27 09:46:08] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=150/500
[2026-05-27 09:46:09] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=200/500
[2026-05-27 09:46:10] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=250/500
[2026-05-27 09:46:11] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=300/500
[2026-05-27 09:46:11] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=350/500
[2026-05-27 09:46:12] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=400/500
[2026-05-27 09:46:13] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=450/500
[2026-05-27 09:46:14] progress label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=500/500
[2026-05-27 09:46:16] finished label=6 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_repetitions=500 in 10.11s
[2026-05-27 09:46:16] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=1/500
[2026-05-27 09:46:16] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=50/500
[2026-05-27 09:46:17] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=100/500
[2026-05-27 09:46:18] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=150/500
[2026-05-27 09:46:19] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=200/500
[2026-05-27 09:46:20] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=250/500
[2026-05-27 09:46:21] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=300/500
[2026-05-27 09:46:22] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=350/500
[2026-05-27 09:46:22] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=400/500
[2026-05-27 09:46:23] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=450/500
[2026-05-27 09:46:24] progress label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=500/500
[2026-05-27 09:46:26] finished label=6 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_repetitions=500 in 10.21s
[2026-05-27 09:46:26] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=1/500
[2026-05-27 09:46:27] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=50/500
[2026-05-27 09:46:27] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=100/500
[2026-05-27 09:46:28] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=150/500
[2026-05-27 09:46:29] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=200/500
[2026-05-27 09:46:30] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=250/500
[2026-05-27 09:46:31] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=300/500
[2026-05-27 09:46:32] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=350/500
[2026-05-27 09:46:33] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=400/500
[2026-05-27 09:46:34] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=450/500
[2026-05-27 09:46:35] progress label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=500/500
[2026-05-27 09:46:36] finished label=6 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_repetitions=500 in 10.32s
[2026-05-27 09:46:36] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=1/500
[2026-05-27 09:46:37] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=50/500
[2026-05-27 09:46:38] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=100/500
[2026-05-27 09:46:39] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=150/500
[2026-05-27 09:46:40] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=200/500
[2026-05-27 09:46:40] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=250/500
[2026-05-27 09:46:41] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=300/500
[2026-05-27 09:46:42] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=350/500
[2026-05-27 09:46:43] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=400/500
[2026-05-27 09:46:44] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=450/500
[2026-05-27 09:46:45] progress label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=500/500
[2026-05-27 09:46:46] finished label=6 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_repetitions=500 in 10.25s
[2026-05-27 09:46:46] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=1/500
[2026-05-27 09:46:48] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=50/500
[2026-05-27 09:46:49] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=100/500
[2026-05-27 09:46:51] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=150/500
[2026-05-27 09:46:52] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=200/500
[2026-05-27 09:46:54] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=250/500
[2026-05-27 09:46:56] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=300/500
[2026-05-27 09:46:57] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=350/500
[2026-05-27 09:46:59] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=400/500
[2026-05-27 09:47:00] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=450/500
[2026-05-27 09:47:02] progress label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_iter=500/500
[2026-05-27 09:47:03] finished label=6 setting=H1_source_vs_external n=80 outer_iter=1/10 inner_repetitions=500 in 17.06s
[2026-05-27 09:47:03] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=1/500
[2026-05-27 09:47:05] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=50/500
[2026-05-27 09:47:06] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=100/500
[2026-05-27 09:47:08] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=150/500
[2026-05-27 09:47:09] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=200/500
[2026-05-27 09:47:11] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=250/500
[2026-05-27 09:47:13] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=300/500
[2026-05-27 09:47:14] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=350/500
[2026-05-27 09:47:16] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=400/500
[2026-05-27 09:47:17] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=450/500
[2026-05-27 09:47:19] progress label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_iter=500/500
[2026-05-27 09:47:20] finished label=6 setting=H1_source_vs_external n=80 outer_iter=2/10 inner_repetitions=500 in 17.11s
[2026-05-27 09:47:20] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=1/500
[2026-05-27 09:47:22] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=50/500
[2026-05-27 09:47:24] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=100/500
[2026-05-27 09:47:25] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=150/500
[2026-05-27 09:47:27] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=200/500
[2026-05-27 09:47:28] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=250/500
[2026-05-27 09:47:30] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=300/500
[2026-05-27 09:47:31] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=350/500
[2026-05-27 09:47:33] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=400/500
[2026-05-27 09:47:34] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=450/500
[2026-05-27 09:47:36] progress label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_iter=500/500
[2026-05-27 09:47:38] finished label=6 setting=H1_source_vs_external n=80 outer_iter=3/10 inner_repetitions=500 in 17.24s
[2026-05-27 09:47:38] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=1/500
[2026-05-27 09:47:39] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=50/500
[2026-05-27 09:47:41] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=100/500
[2026-05-27 09:47:42] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=150/500
[2026-05-27 09:47:44] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=200/500
[2026-05-27 09:47:45] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=250/500
[2026-05-27 09:47:47] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=300/500
[2026-05-27 09:47:48] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=350/500
[2026-05-27 09:47:50] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=400/500
[2026-05-27 09:47:51] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=450/500
[2026-05-27 09:47:53] progress label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_iter=500/500
[2026-05-27 09:47:55] finished label=6 setting=H1_source_vs_external n=80 outer_iter=4/10 inner_repetitions=500 in 17.04s
[2026-05-27 09:47:55] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=1/500
[2026-05-27 09:47:56] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=50/500
[2026-05-27 09:47:58] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=100/500
[2026-05-27 09:47:59] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=150/500
[2026-05-27 09:48:01] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=200/500
[2026-05-27 09:48:02] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=250/500
[2026-05-27 09:48:04] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=300/500
[2026-05-27 09:48:06] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=350/500
[2026-05-27 09:48:07] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=400/500
[2026-05-27 09:48:09] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=450/500
[2026-05-27 09:48:10] progress label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_iter=500/500
[2026-05-27 09:48:12] finished label=6 setting=H1_source_vs_external n=80 outer_iter=5/10 inner_repetitions=500 in 17.42s
[2026-05-27 09:48:12] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=1/500
[2026-05-27 09:48:14] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=50/500
[2026-05-27 09:48:15] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=100/500
[2026-05-27 09:48:17] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=150/500
[2026-05-27 09:48:18] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=200/500
[2026-05-27 09:48:20] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=250/500
[2026-05-27 09:48:21] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=300/500
[2026-05-27 09:48:23] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=350/500
[2026-05-27 09:48:24] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=400/500
[2026-05-27 09:48:26] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=450/500
[2026-05-27 09:48:27] progress label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_iter=500/500
[2026-05-27 09:48:29] finished label=6 setting=H1_source_vs_external n=80 outer_iter=6/10 inner_repetitions=500 in 17.22s
[2026-05-27 09:48:29] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=1/500
[2026-05-27 09:48:31] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=50/500
[2026-05-27 09:48:32] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=100/500
[2026-05-27 09:48:34] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=150/500
[2026-05-27 09:48:35] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=200/500
[2026-05-27 09:48:37] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=250/500
[2026-05-27 09:48:39] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=300/500
[2026-05-27 09:48:40] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=350/500
[2026-05-27 09:48:42] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=400/500
[2026-05-27 09:48:43] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=450/500
[2026-05-27 09:48:45] progress label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_iter=500/500
[2026-05-27 09:48:47] finished label=6 setting=H1_source_vs_external n=80 outer_iter=7/10 inner_repetitions=500 in 17.26s
[2026-05-27 09:48:47] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=1/500
[2026-05-27 09:48:48] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=50/500
[2026-05-27 09:48:50] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=100/500
[2026-05-27 09:48:51] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=150/500
[2026-05-27 09:48:53] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=200/500
[2026-05-27 09:48:54] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=250/500
[2026-05-27 09:48:56] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=300/500
[2026-05-27 09:48:57] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=350/500
[2026-05-27 09:48:59] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=400/500
[2026-05-27 09:49:01] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=450/500
[2026-05-27 09:49:02] progress label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_iter=500/500
[2026-05-27 09:49:04] finished label=6 setting=H1_source_vs_external n=80 outer_iter=8/10 inner_repetitions=500 in 17.52s
[2026-05-27 09:49:04] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=1/500
[2026-05-27 09:49:06] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=50/500
[2026-05-27 09:49:07] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=100/500
[2026-05-27 09:49:09] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=150/500
[2026-05-27 09:49:10] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=200/500
[2026-05-27 09:49:12] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=250/500
[2026-05-27 09:49:13] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=300/500
[2026-05-27 09:49:15] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=350/500
[2026-05-27 09:49:16] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=400/500
[2026-05-27 09:49:18] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=450/500
[2026-05-27 09:49:19] progress label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_iter=500/500
[2026-05-27 09:49:22] finished label=6 setting=H1_source_vs_external n=80 outer_iter=9/10 inner_repetitions=500 in 17.48s
[2026-05-27 09:49:22] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=1/500
[2026-05-27 09:49:23] progress label=6 setting=H1_source_vs_external n=80 outer_iter=10/10 inner_iter=50/500
